key_title,key_rdate,key_cont
"이노시스, 무상증자 권리락 효과에 장 초반 '上'",2022.08.05 09:52,이노시스가 무상증자 권리락 효과로 장 초반 상한가를 기록 중이다. 5일 오전 9시50분 기준 이노시스는 전 거래일 대비 780원(29.89%) 오른 33...
"""사상 첫 분기 2조 매출""…네이버 주가는 약보합",2022.08.05 09:17,"네이버가 올해 2분기 2조 원의 매출에도 주가는 보합권이다. 5일 오전 9시 8분 현재 네이버는 전 거래일 보다 500원(-0.18%) 하락한 27만3,..."
주성엔지니어링 2분기 영업이익 346억원…작년 대비 187.4%↑,2022.08.04 17:11,코스닥 상장사 주성엔지니어링은 연결 기준 올해 2분기 영업이익이 346억원으로 지난해 동기보다 187.4% 증가한 것으로 잠정 집계됐다고 4일 공시했다. 매출은 1천190억원으로 ...
CJ ENM 2분기 영업익 556억…전년비 35% 감소[주목 e공시],2022.08.04 14:49,CJ ENM은 올 2분기 영업이익이 556억원으로 전년 동기 대비 35.2% 감소했다고 4일 공시했다. 이 기간 매출액은 31.3% 증가한 1조1924억...
"KT&G, 2분기 영업익 3276억원…전년比 1%↑[주목 e공시]",2022.08.04 10:58,케이티앤지(KT&G)는 2분기 연결 기준 매출액이 전년 동기 대비 10.9% 증가한 1조4175억원으로 잠정 집계됐다고 4일 공시했다. 같은 기간 영업이...
"""황반변성 치료제 美 임상1상 계획 승인""…올릭스 강세",2022.08.04 09:13,"바이오 회사 올릭스가 임상1상 계획 승인 소식에 장 초반 강세다. 4일 오전 9시 9분 현재 올릭스는 전 거래일 보다 900원(4.20%) 오른 2만2,..."
"김서준 ""루나 폭락에도 초기 투자분 99% 보유하고 있었다""",2022.08.03 19:08,"국내 대표 가상자산(암호화폐) 벤처 캐피털(VC) 해시드의 김서준 대표가 ""루나 폭락 사태에도 불구하고 초기 투자분 99%를 보유하고 있었다""라고 밝혔다..."
"한국투자증권, 미국 부동산 플랫폼 '코리니'와 업무협약 체결",2022.08.03 13:44,한국투자증권은 초고액자산가 대상 해외 부동산 투자자문 서비스 강화를 위해 미국 부동산 플랫폼 코리니(Koriny)와 업무협약을 체결했다고 3일 밝혔다. ...
"""블핑·트와이스 돌아온다""…엔터주 일제히 상승세",2022.08.03 09:36,"대형 아티스트 컴백과 함께 엔터주들이 강세를 보이고 있다. 3일 오전 9시 20분 현재 와이지엔터테인먼트(1.46%), 하이브(2.11%), 에스엠(2...."
카카오게임즈 2분기 영업이익 810억원…작년 동기 대비 900.2%↑,2022.08.03 08:22,코스닥 상장사 카카오게임즈는 연결 기준 올해 2분기 영업이익이 810억원으로 지난해 동기보다 900.17% 증가한 것으로 잠정 집계됐다고 3일 공시했다. 매출은 3천388억원으로 ...
"카카오페이, 2분기 영업손실 125억원…거래액 29조원 돌파(종합)",2022.08.02 16:06,"카카오페이는 올해 2분기 연결 기준 영업손실이 125억원으로, 지난해 동기(82억원)보다 적자 폭이 커진 것으로 잠정 집계됐다고 2일 공시했다. 이번 영..."
"한화에어로스페이스, 방산사업 통합 기대감에 신고가",2022.08.02 11:13,한화에어로스페이스가 한화그룹 방산 계열사 통합 호재로 상승하고 있다. 2일 오전 11시12분 기준 한화에어로스페이스는 전 거래일보다 1300원(2.02%...
"""삼성전자 무인공장 도입 계획""...로봇주 '들썩'",2022.08.02 09:29,"삼성전자 무인공장 도입을 추진한다는 보도에 로봇주들이 일제히 강세다. 2일 오전 9시 20분 현재 휴림로봇이 전일대비 6.19% 오른 3,090원에 거래..."
"라인넥스트, NFT 플랫폼 '도시' 티저 사이트 공개...3Q 베타 서비스 출시",2022.08.01 17:56,조연우 블루밍비트 기자 told_u_so@bloomingbit.io
"현대차증권, 온라인 금융상품권 5% 할인 이벤트 진행",2022.08.01 14:20,현대차증권은 오는 31일까지 온라인 쇼핑몰 11번가에서 '플러스금융상품권'을 구매하는 고객에게 5% 할인 혜택을 제공한다고 1일 밝혔다. ...
"LG화학, 통풍 치료제 美 임상3상 신청에 '강세'",2022.08.01 09:29,LG화학이 미국에서 자체개발 통풍 치료제의 임상3상을 추진하고 있다는 소식에 강세를 보이고 있다. 1일 오전9시23분 현재 LG화학은 전 거래일 대비 2...
"""中 채굴자 챈들러 궈, 작업증명 기반 이더리움 하드포크 주도""",2022.07.31 14:32,챈들러 궈(Chandler Guo) 중국 가상자산(암호화폐) 초기 채굴자가 이더리움(ETH) 병합(Merge) 이후 작업증명(PoW) 기반 이더리움 하드...
"두산 2분기 영업이익 3천679억원, 40.4%↑…계열사 실적 개선(종합)",2022.07.29 16:56,두산그룹이 주요 계열사의 선전에 힘입어 실적 성장세를 이어갔다. 두산은 연결 기준 올해 2분기 영업이익이 3천679억원으로 지난해 동기보다 40.4% 증...
"코스피, 외국인·기관 '사자'에 상승 마감…코스닥 800선 탈환",2022.07.29 15:39,코스피가 외국인과 기관의 '사자'에 힘입어 상승 마감했다. 29일 코스피지수는 전 거래일 대비 16.23포인트(0.67%) 상승한 2451...
"영국 법률위 ""사유재산법에 '제3의 자산' 항목 신설해야""",2022.07.29 12:55,영국 법률위원회가 사유재산법에 가상자산(암호화폐) 등 디지털자산을 분류하는 새로운 항목을 신설해야 한다고 주장한 것으로 나타났다. 28일(현지시간) 로이...
이더리움 1700달러 돌파에 ETC·UNI·LDO 등 급등,2022.07.29 09:46,이더리움(ETH)이 9월 '머지(병합)'를 앞두고 1700달러를 돌파한 가운데 이더리움 관련 토큰들도 상승세를 이어가고 있다. 이더리움클래식(ETC)은 ...
"코스피, 외국인·기관 '사자'에 상승 출발…코스닥 800선 회복",2022.07.29 09:16,코스피가 외국인과 기관의 순매수세에 장 초반 오르고 있다. 29일 오전 9시12분 기준 코스피지수는 전 거래일보다 20.05포인트(0.82%) 상승한 2...
"원·달러 환율, 3주만에 1300원 아래로…1296원에 장 마감",2022.07.28 16:34,원·달러 환율이 무려 15거래일만에 1300원대 밑으로 내려왔다. 28일 연합뉴스 보도에 따르면 서울 외환시장 내 원·달러 환율은 전일 종가보다 17.2...
(마감)코스피 외국인 4107억 순매수,2022.07.28 15:36,한경닷컴
"LS일렉트릭, 2분기 영업익 601억원…전년比 27.76%↑ [주목 e공시]",2022.07.28 11:38,LS일렉트릭은 연결 기준 2분기 매출액이 전년 동기 대비 36.61% 증가한 8788억원으로 잠정 집계됐다고 28일 공시했다. 같은 기간 영업이익은 27...
금리인상 속도조절?...네카오 간만의 동반 상승,2022.07.28 09:35,네이버와 카카오가 장 초반 상승세를 보이고 있다. 간밤 제롬 파월 미국 연방준비제도(연준) 의장이 금리 인상 속도 조절에 대한 언급에 나스닥이 급등한 영...
"""위메이드, 일부 프리미엄 정당…3분기 흑자전환 가능""-하나",2022.07.28 08:19,"하나증권은 위메이드에 대해 2분기 영업손실을 기록했지만 3분기는 흑자전환이 예상된다며 투자의견 '매수', 목표주가 8만원을 모두 유지했다...."
"LG이노텍, 2분기 2천899억원 흑자…작년 동기 대비 90.8%↑(종합)",2022.07.27 16:26,"""스마트폰용 고성능 카메라 모듈 판매 호조에 실적 선방"" LG이노텍이 계절적 비수기와 불확실한 대내외 환경 속에서도 올해 2분기에 작년 대비 높은 성장세..."
"삼성전기, 2분기 영업익 3천601억원, 1% ↑…""고부가 제품 호조""(종합)",2022.07.27 14:03,IT 수요 둔화에도 고부가 시장 수요 견조…2분기 기준 최대 실적 하반기 국내 최초 서버용 FCBGA 양산으로 성장 기반 확보 삼성전기가 산업·전장용 등...
"""미워도 다시 한번""…호실적에 11만원선 '회복'",2022.07.27 09:31,"2분기 실적 개선을 이끌어낸 오스템임플란트가 강세다. 27일 오전 9시 16분 현재 오스템임플란트는 전 거래일보다 3,800원(3.48%) 오른 11만3..."
"""현대제철, 역대급 실적·역대급 저평가…하반기 반등 기대""-키움",2022.07.27 07:46,"키움증권은 27일 현대제철에 대해 상반기 역대급 실적에도 불구하고 주가는 역대급 저평가 상태라고 평가했다. 이에 목표주가 5만4000원, 투자의견 ..."
"현대제철 2분기 영업이익 50.8%↑…""후판값 하락 불가피""(종합2보)",2022.07.26 16:31,매출 7조3천810억원…철강 판매단가 상승으로 작년보다 31.3% 증가 현대제철은 연결 기준 올해 2분기 영업이익이 8천221억원으로 지난해 같은 기간보...
현대제철 2분기 영업이익 8천221억원…작년 동기 대비 50.8%↑,2022.07.26 13:53,코스피 상장사 현대제철은 연결 기준 올해 2분기 영업이익이 8천221억원으로 지난해 동기보다 50.8% 증가한 것으로 잠정 집계됐다고 26일 공시했다. 매출은 7조3천810억원으로...
펄프 가격 1000달러 돌파…제지주 주가 '급등',2022.07.26 09:26,"펄프 가격이 월간 기준 역대 처음으로 1,000달러를 돌파하자 제지주 주가가 강세다. 26일 오전 9시5분 현재 신풍제지는 전거래일 대비 415원(25...."
"프렉스 설립자 ""스테이블 코인 생태계, 경쟁 아닌 협력 要""",2022.07.25 17:39,샘 카제미안(Sam Kazemian) 스테이블 코인 프랙스(FRAX) 설립자가 스테이블코인 생태계에 필요한 것은 경쟁이 아닌 협력이라고 제언했다. 25일...
"대우조선해양, 유럽 선주와 6495억원 규모 계약 [주목 e공시]",2022.07.25 14:40,대우조선해양은 유럽 지역 선주로부터 LNG 운반선 2척을 수주했다고 25일 공시했다. 계약금액은 6495억원으로 이는 작년 매출액의 14.5%에 해당하는...
"카카오게임즈, 자회사 상장 절차 돌입 소식에 주가↓",2022.07.25 09:43,카카오게임즈가 자회사인 라이온하트스튜디오의 연내 기업공개(IPO) 절차에 돌입한다는 소식에 주가가 하락하고 있다. 25일 오전 9시42분 기준 카카오게임...
"애널리스트들이 주목한 오늘의 종목: 레이, 셀트리온헬스케어, JYP Ent.",2022.07.25 08:30,※Today's Pick은 매일아침 여의도 애널리스트들이 발간한 종목분석 보고서 중 투자의견 및 목표주가가 변경된 종목을 위주로 한국경제 기자들이...
"블룸버그 ""FTX, 韓 가상자산 거래소 '빗썸' 인수 논의 중""",2022.07.23 06:58,22일(현지시간) 블룸버그 통신이 업계 관계자 발언을 인용해 글로벌 가상자산(암호화폐) 거래소 FTX가 국내 가상자산 거래소 빗썸을 인수하는 방안을 논의...
하나증권 상반기 당기순이익 1천383억원…전년 동기 대비 49%↓,2022.07.22 15:33,코스피 상장사 하나금융지주는 자회사인 하나증권의 연결 기준 올해 상반기 순이익이 1천383억원으로 지난해 동기보다 49% 감소한 것으로 잠정 집계됐다고 ...
6월 외화예금 21억달러 감소…환율상승에 개인 '달러 팔자',2022.07.22 12:00,"""기업의 수입대금·해외투자 등도 달러화 예금 감소 원인"" 미국 달러화 강세에 따른 개인들의 매도와 기업의 수입결제 대금 인출 등으로 지난달 거주자 외화예..."
"""가상인간 AI사업 본격화""…버킷스튜디오, 주가 '급등'",2022.07.22 09:35,버킷스튜디오가 메타버스 커머스 사업 추진에 속도를 낸다는 소식에 주가가 강세다. 22일 오전 9시 18분 현재 버킷스튜디오는 전 거래일보다 260원(10...
"KB금융, 상반기 순이익 2조7천566억원 '역대 최대'(종합2보)",2022.07.21 17:05,"2분기 순익 1조3천35억원, 1년 전보다 8.2%↑…이자이익 2.8조원, 18.9%↑ 2분기 충당금 3천331억원…'미래 경기전망' 관련 1천210억원..."
포스코인터내셔널 2분기 영업익 3천206억원 88.6%↑…역대 최대(종합),2022.07.21 14:48,2개 분기 연속 최대 실적 경신…철강재 판매확대·가스전 가격 상승 포스코인터내셔널이 올해 1분기에 이어 2분기에도 역대 최대 실적을 냈다. 포스코인터내셔...
정부 원격수업 독려에 교육서비스주 '훨훨',2022.07.21 09:53,신종 코로나바이러스 감염증(코로나19) 확산으로 정부가 자발적 원격수업을 독려하면서 교육서비스주가 급등하고 있다. 21일 오전 9시51분 기준 메가엠디는...
"""대한항공, 연간 실적 하향 전망…목표가 9.8% ↓""-하나",2022.07.21 07:40,하나증권은 21일 대한항공의 목표주가를 기존 4만1000원에서 3만7000원으로 9.75% 내렸다. 2분기 실적 호조가 예상되지만 연간 실적 추정치가 하...
